Annual_Income,Investment,Deduction,Tax
3506846,332366,208953,589658.1
4123680,376001,108408,791781.3
2903381,231442,44429,488253.0
4589610,253626,23170,993844.2
1898036,106245,80954,213251.1
2781617,351051,158547,381605.7
2652321,20157,248105,415217.7
790735,363712,168368,0.0
3612665,340410,163195,632718.0
3053627,141399,137776,532335.6
309834,230070,16960,0.0
3482094,387669,189795,571389.0
1450726,94493,68408,107565.0
1205078,88148,107479,61417.65
3134453,163092,175411,538785.0
4417615,360453,45783,903413.7
1623344,312391,82542,95682.2
2518299,20443,160902,401086.2
1392252,58741,93349,98032.4
3825314,285054,91129,734739.3
1143320,64169,220427,40872.4
4037152,382249,26625,788483.4
2820289,299453,115390,421633.8
4244918,114499,134242,898853.1
2483355,377585,93987,303534.9
1815662,175307,101990,161509.5
2962590,134360,132519,508713.3
1749163,206154,238221,110957.6
987667,340239,50106,14866.1
1577936,226034,156647,89288.25
4223369,285066,106099,849661.2
4749435,340150,184920,967309.5
3285233,309915,82423,567868.5
2856894,217527,47903,477439.2
816608,57772,230442,11419.7
4717749,335515,239676,942767.4
2553275,95494,87988,410937.9
4667714,156647,242204,980658.9
2473712,333249,120258,306061.5
1561611,333864,80913,82025.1
2238052,269468,245083,217050.3
2659753,132498,234872,387714.9
887677,74080,45168,31842.9
2794803,227471,95078,441676.2
533076,101393,240925,0.0
2613488,269159,184950,347813.7
1052560,52309,89792,46568.85
2369988,147984,214573,302229.3
2201489,53368,16902,339365.7
3438858,375422,223869,551870.1
4723156,97670,90624,1060458.6
619625,264666,82545,0.0
1453880,148450,160536,81734.1
3584066,293724,144606,643720.8
522196,40966,87335,4694.75
2104529,232645,17791,256227.9
2560979,219394,19512,396621.9
2906986,104615,237259,469533.6
407044,297375,31720,0.0
3651356,53399,155635,732696.6
1245563,220050,193327,38218.6
4377617,260601,94756,906678.0
3417758,357450,245689,544385.7
1816509,216597,203766,129229.2
2256456,151097,225109,264075.0
2328101,161473,52094,334360.2
3485559,133172,201576,645243.3
2325598,280978,104209,282123.3
2627351,26553,171694,428731.2
4936740,353439,209325,1012192.8
3290149,289899,231118,530739.6
4303344,229992,163870,872844.6
4823274,244086,99361,1043948.1
1646629,385444,168239,73941.9
506072,196136,57373,0.0
4520801,380054,18381,936709.8
425748,320553,152033,0.0
3628458,380048,111683,641018.1
603784,337193,136997,0.0
4654421,66669,155421,1029699.3
1305677,355049,122333,37829.5
2671791,231061,240945,359935.5
3793687,155869,226917,723270.3
4058102,98053,158943,840331.8
3956196,36943,166215,825911.4
497117,128374,30207,1926.8
2537758,46831,204484,385932.9
4169257,324188,210112,790487.1
4092996,138602,12622,882531.6
4966587,306958,113823,1063741.8
2224299,355730,139575,218698.2
3529270,211330,170549,644217.3
659759,341583,10913,363.15
3515742,226271,204838,625389.9
3736822,320499,23055,717980.4
257749,238404,113533,0.0
2686746,341533,198463,344025.0
4000559,35784,31585,879957.0
1919351,253988,168381,149396.4
1670947,356076,151936,84440.25
4673520,367664,162853,942900.9
4962871,194169,104588,1099234.2
4858903,370707,88133,1020018.9
4260738,365277,141613,826154.4
890546,338643,113166,6936.85
4076500,34072,41983,900133.5
1311757,294170,150470,41711.7
4185565,252467,34759,869501.7
4735136,72832,230713,1029477.3
2836849,323110,71353,432715.8
1573659,51041,69325,140658.6
2713448,378667,247556,326167.5
4822763,220106,196833,1021747.2
3635162,165977,31118,731420.1
1274204,123810,89284,69166.5
2588299,241447,96609,375072.9
648488,349817,117752,0.0
1453913,142343,220740,73624.5
2601895,232554,86479,384858.6
3900676,372188,161552,710080.8
855848,74100,180991,15075.7
1892147,363300,41081,147553.2
259297,362503,129502,0.0
3262417,122169,46548,628110.0
2280829,122800,84010,322205.7
1488831,139140,128288,94280.6
861282,382994,222863,0.0
2092653,229330,40888,246730.5
843982,110230,41608,24214.4
3674658,354894,19401,690108.9
4484997,248519,65417,951318.3
669794,164382,75976,6471.8
2941142,120699,62959,527245.2
3742717,109591,55694,773229.6
4902328,231482,173493,1049205.9
770436,279584,59625,6561.35
2341526,182989,115593,312883.2
2904979,205738,126545,471808.8
4046568,152774,29163,859389.3
392512,77873,15036,0.0
3286753,296681,189990,540024.6
2027639,101428,206593,215885.4
4602183,48544,137635,1024801.2
950662,347693,137267,8285.1
913399,141875,107193,21433.1
4954250,334099,161798,1037505.9
2156847,266648,233125,197122.2
1526828,130024,219083,86658.15
3774673,224698,134426,724664.7
4414513,284313,87083,912935.1
2195853,392208,166204,191232.3
2926853,292567,48011,475882.5
840246,193875,98953,12370.9
3951291,269411,112646,770770.2
3735393,113988,185509,730768.8
2077346,290161,171104,184824.3
4428010,52948,47822,998172.0
567332,111529,201646,0.0
4666728,383912,128026,946437.0
3864430,359291,66909,731469.0
1085681,52219,52786,57101.4
2905687,181932,139918,475151.1
713378,397361,200614,0.0
1547983,271531,37932,97704.0
517587,172135,196518,0.0
4051167,361745,104187,775570.5
1442549,217894,63371,84192.6
4643135,120494,165642,1007099.7
4618108,192738,71155,1006264.5
500278,129713,16415,2707.5
398579,307013,110198,0.0
4788233,267321,48227,1041805.5
3653154,353308,232936,620073.0
4741839,49093,72098,1086194.4
3954187,399443,128489,727876.5
4189645,272320,61807,856655.4
2195112,170634,144590,263966.4
1524968,88925,245057,88647.9
4966123,259674,31460,1102496.7
2589326,121367,52440,424655.7
340153,75553,74042,0.0
2436516,77279,200994,347472.9
1414501,55608,74624,106853.8
4454262,80840,206472,950085.0
1385736,30770,39396,113114.0
2100501,75461,199969,247521.3
3569601,308771,125333,640649.1
4727647,288290,134429,991478.4
2586114,370625,89935,337666.2
2281872,341897,220312,215898.9
2115501,372624,11698,219353.7
3706874,334223,132625,672007.8
2370883,399225,226562,223528.8
2485300,78074,186645,366174.3
2086079,364960,46194,202477.5
1136358,174323,54664,46105.65
291410,114771,21416,0.0
2053137,190185,55384,242270.4
1131380,204783,162241,31435.6
4672747,295466,80110,989151.3
3436769,27747,108694,690098.4
1730341,276632,188750,102991.8
1089528,399212,153771,11827.25
4883572,379892,27665,1042804.5
2794955,134702,222544,431312.7
4781867,260696,236148,985506.9
1996075,78697,223498,208164.0
4955143,55903,110026,1136764.2
2172761,218885,188071,229741.5
1011752,218264,27341,31614.7
4326372,324351,245234,827036.1
1789914,394496,232918,84375.0
3557408,70812,180277,691895.7
1139297,54531,59914,63727.8
3705159,274493,81132,704860.2
4927567,166485,15949,1123539.9
807715,191705,56784,12961.3
1817909,271598,236994,111863.4
3872986,223518,16621,789854.1
3263433,80032,71037,633709.2
2328386,121058,200175,302145.9
4274822,373184,209497,807642.3
2102978,93637,181617,248317.2
3378662,332722,224334,546481.8
3025883,224675,15514,535708.2
1262986,179307,49983,65054.4
470967,90744,38656,2078.35
4678929,263553,216436,959682.0
360949,95961,103621,0.0
1425471,310629,98538,62445.6
4528108,118059,156353,976108.8
2029182,164254,172543,207715.5
2344035,222830,148825,291714.0
4917217,34480,149813,1119877.2
2204769,208032,77541,275758.8
4427683,202285,192407,909897.3
3750321,83094,37141,789025.8
3700902,196129,248326,676934.1
3195829,251939,190547,526002.9
3057979,383251,213972,438226.8
809421,124513,151189,11685.95
2259885,317205,100222,252737.4
1446886,365689,11823,70406.1
3443973,297933,30005,634810.5
1631194,140497,142210,119697.4
2574962,381019,175560,305514.9
3612313,256775,59875,688698.9
4502508,46287,164087,987640.2
3284725,297158,143484,553224.9
3926862,37467,89331,840019.2
1582460,369594,109070,75569.4
838162,205426,23119,15961.7
3493389,97897,21573,712175.7
3062194,216037,118656,518250.3
4467274,105417,85021,983050.8
3275551,304024,168015,541053.6
665474,277266,14017,3709.55
3453028,139618,178110,640590.0
4506219,334690,204357,890151.6
1438092,397605,230178,36030.9
2946587,326160,192182,428473.5
1898928,308123,231120,121937.0
2332003,343660,169869,245542.2
316535,68741,150258,0.0
3923776,339277,122082,738725.1
1139147,295504,32781,36086.2
2210499,349083,110155,225378.3
1779269,318232,168624,108482.6
4339254,256615,147982,880397.1
2532728,362462,13871,346918.5
1429568,109059,24627,109176.4
424953,315781,226215,0.0
3825395,190282,38586,778958.1
2791781,313597,186326,387557.4
3094569,160347,84950,554781.6
3720150,181124,247357,687500.7
1936150,247669,72126,184906.5
1174399,184813,64029,48833.55
1350718,373481,232124,29511.3
2264901,259370,185283,246074.4
4542116,68162,114665,1007786.7
2511854,246838,57733,362184.9
3990079,314343,30300,793630.8
1953854,37572,214095,210656.1
1578323,285587,175910,77523.9
1400675,261502,18828,78051.75
2272601,114521,123747,310299.9
4643834,91220,244182,992529.6
3620116,295739,205909,635540.4
1086746,86857,147914,40197.5
4621100,296954,118872,961582.2
4144764,267783,161131,814755.0
4723678,157812,247237,995588.7
4274389,52712,124402,929182.5
2681791,25468,41430,484467.9
2710686,149468,127208,430203.0
3831674,361198,94445,712809.3
2301283,294848,39930,289951.5
2167953,85974,129705,285682.2
1218015,85700,246075,43624.0
1157233,149443,209243,34854.7
3912384,347026,228764,700978.2
920797,208059,33221,22951.7
1380523,187177,153478,65980.2
4437056,383798,244535,842616.9
3735256,168443,10259,766966.2
1571975,317441,160452,74112.3
895148,237604,34192,17335.2
3266635,310897,116561,551753.1
3810249,392854,25733,717498.6
2945983,105765,235261,481487.1
3430822,80630,127466,666817.8
1202602,175675,191393,38553.4
2648901,259592,222201,350132.4
1422685,174380,153388,74237.55
2541625,122897,58948,407934.0
4344409,313400,222640,842510.7
2120305,337958,241042,162391.5
2458665,315105,100771,312836.7
286680,202713,121491,0.0
2398196,177505,96919,337131.6
1264279,49731,103653,76634.25
949444,26401,125048,34799.5
2699798,142992,198245,407568.3
859026,120041,146786,14609.95
1456093,169517,16043,104106.6
1403109,343156,197329,41262.4
1172809,177042,247128,29863.9
439932,213962,214130,0.0
298648,269319,194021,0.0
2541314,205685,134953,360202.8
3623721,346501,152625,637378.5
1139936,52235,249686,38801.5
4739510,363539,104045,981577.8
2680929,30428,46528,481191.9
2320796,198257,39784,324826.5
1864468,367315,83904,132649.8
4476425,188893,63192,967302.0
4361735,199073,16170,943947.6
2996455,359804,50896,475726.5
1274583,236006,216112,37246.5
1298120,133020,115287,67471.95
3441963,59633,238144,643255.8
1431296,239464,104782,73057.5
2854590,142104,95919,484970.1
2828669,296551,54007,443433.3
4119005,169152,215330,820356.9
2887929,93860,70849,516966.0
2773517,289551,122917,408314.7
3291968,319577,123638,554625.9
3826068,24220,152681,794750.1
2348468,359411,54610,280334.1
1238494,42554,109565,72956.25
310046,229102,80818,0.0
3212227,97021,29270,625780.8
3334266,85847,162398,625806.3
4399956,112541,235572,915552.9
2462746,123738,162603,352921.5
758566,363247,198671,0.0
3025614,167052,187032,501459.0
2083601,278343,34354,231271.2
3783654,266161,91519,727792.2
3296613,332892,48639,574524.6
2753240,216729,224770,393522.3
824382,53518,113064,20780.0
4041119,69257,227352,823353.0
4332925,289078,110284,880068.9
1003523,356931,191811,7739.05
2390829,377925,169200,253111.2
4373244,97895,231584,913129.5
4323992,137926,98523,926262.9
2754037,299772,55832,419529.9
2859855,241259,95557,456911.7
1323799,305393,99220,47877.9
2801034,258577,66316,442842.3
2767850,143332,35790,476618.4
3193953,20765,76683,628951.5
3036655,103417,15550,575306.4
1453888,261300,33769,83822.85
522159,137526,110754,0.0
3215748,271796,148210,538722.6
4376255,188906,188476,899661.9
2398652,380937,201558,244847.1
4131684,309143,222936,779881.5
4668349,190214,114661,1009042.2
3052143,252125,84601,514625.1
1243694,129792,195888,47702.1
2017588,278522,84101,196489.5
4626463,281696,238687,931824.0
460861,375537,11194,0.0
3188493,387912,180327,486076.2
2096573,208001,193751,208446.3
4734045,49867,39533,1093393.5
474376,146040,95401,0.0
1888487,392585,146687,119843.0
1128269,143105,115762,41940.2
299314,26286,25084,0.0
2038204,393443,149088,149134.6
3725829,177362,237764,693210.9
3580250,155221,167797,677169.6
1679911,210659,44825,134885.4
578897,124152,54072,5033.65
2644538,125960,159873,407611.5
3527729,87881,242208,659292.0
618406,173005,47246,4907.75
3649996,124984,163926,708325.8
3233390,225378,67793,582065.7
2708020,300226,178458,368800.8
1836444,393235,155214,107599.0
4024150,30863,27393,889768.2
2364985,289128,144850,279302.1
4016437,75189,240317,810279.3
2942787,113039,242979,476030.7
1372731,189096,112284,70702.65
3223375,124855,156390,582639.0
364527,69430,243744,0.0
3072097,349148,57068,499764.3
2862705,147652,248069,440095.2
3907202,55086,54778,839201.4
976272,123651,239279,16334.2
2556142,296606,107506,345609.0
1196363,304467,142322,29957.4
389648,38167,197233,0.0
689090,30067,184420,8730.15
1768991,206854,28703,160030.2
3694217,344131,179750,651100.8
4165534,23226,229530,873833.4
4831024,395720,62347,1011887.1
1105860,383267,78493,19410.0
4448625,56738,163794,968427.9
3373544,357938,23894,597513.6
4081657,397256,67063,785201.4
3041108,313799,35772,507461.1
565111,382553,108290,0.0
3035575,300998,177114,467238.9
4335572,104811,101168,938877.9
4257883,226483,118754,873793.8
362620,318059,236092,0.0
3126137,359933,74181,507606.9
4022674,269811,188928,769180.5
1356571,48737,176888,79641.9
380112,262478,110210,0.0
2041770,158973,78475,241296.6
1032129,103094,237158,24187.7
1183580,30001,21670,79786.35
2009775,246069,117036,194001.0
1828256,380682,133397,112835.4
1815474,247018,105142,142662.8
3868789,142600,202644,757063.5
274809,385218,89967,0.0
873761,79489,133303,21096.9
4373053,57896,150121,949510.8
2814527,246206,238301,399006.0
4438656,270616,21028,944103.6
848998,277513,114762,7836.15
3578996,323071,44520,663421.5
3448804,222768,39587,655934.7
535498,194642,197671,0.0
3703705,41185,28050,790341.0
4032379,221965,74597,820745.1
2709288,146734,208471,406224.9
2192849,352444,145533,208461.6
1399302,100125,118909,87040.2
2728491,30037,179052,455820.6
1280412,185177,12118,72467.55
418561,156492,219221,0.0
3646859,233109,48394,709606.8
2193181,267857,183381,222582.9
4996865,120117,234075,1092801.9
4998065,29779,17358,1185278.4
835698,31444,122853,23140.1
4438004,110654,52030,982596.0
4851199,195599,224745,1029256.5
4799429,92623,233320,1042045.8
4003422,187454,235042,774277.8
4636059,323491,66291,973883.1
1586712,150978,170994,102948.0
1328009,334976,114664,42836.9
4914094,242786,73215,1079427.9
2012671,22696,185519,241336.8
3012282,32626,121517,557441.7
2678581,198359,41572,431595.0
1146553,73303,168589,45699.15
4872791,326937,30649,1054561.5
1503039,250681,109692,81399.9
273439,328351,39927,0.0
1656546,315628,133499,91483.8
2751469,107765,152663,447312.3
867064,156830,166904,12166.5
1736709,84495,95638,166972.8
4798793,183323,139666,1042741.2
494361,334951,204596,0.0
1732988,272119,213522,99469.4
1156030,227791,48289,42995.0
3044399,126809,86411,549353.7
4892824,382728,141497,1010579.7
4939948,231688,171672,1060976.4
3119595,333918,90279,508619.4
4207396,356759,213526,791133.3
2039806,368406,148080,156996.0
1790545,222886,51176,154944.9
1217035,339345,114617,31307.3
330570,56797,18801,0.0
4176427,154135,153717,860572.5
1202573,63147,239561,44986.5
2027182,351572,35300,192093.0
943920,103657,154229,23603.4
685643,171676,150087,3194.0
3259192,46484,69111,643079.1
3325152,193402,85705,613813.5
1871398,79321,157345,190419.6
616447,200199,121270,0.0
2208303,120758,38465,314724.0
3091554,35828,224176,549465.0
1676007,24957,71723,173798.1
3505298,300815,34759,650917.2
4967003,142838,226600,1079269.5
1903986,124596,221085,167491.5
4576943,146054,243142,956324.1
822166,94232,85347,19258.7
2396002,261335,47094,326271.9
3265750,229420,34019,600693.3
916495,357639,222870,1799.3
4261204,297527,12435,885372.6
308791,28892,141806,0.0
3226367,309924,173997,522733.8
389118,376401,199757,0.0
4973526,170461,244680,1067515.5
2976217,139478,128180,512567.7
2601316,65081,190218,403805.1
2720394,278034,108295,400219.5
839352,379049,17764,7126.95
1617904,295239,139600,87459.75
277424,46634,27459,0.0
4054130,199311,80658,832248.3
3894221,67873,122716,811089.6
4713587,111084,40342,1068648.3
523370,195824,183893,0.0
4917818,341942,182030,1018153.8
4790100,320076,69973,1020015.3
1290062,94569,66993,79275.0
3988633,142793,33135,843811.5
410887,278406,129823,0.0
2067820,264265,196597,182087.4
2823817,85820,129687,482493.0
3923547,255919,78500,776738.4
4896586,123874,232072,1062192.0
1004380,107651,89114,35761.5
3752183,338907,187457,667745.7
3094814,104355,99942,567155.1
1380700,60291,47893,104503.2
2829072,381477,207741,371956.2
950149,306619,178078,8272.6
1007758,73603,15786,47755.35
2336508,301494,38878,298840.8
1177028,248092,196796,28214.0
2078864,355435,116661,182030.4
4532378,381001,221203,879052.2
1406921,279934,98013,64346.1
1516410,233259,87484,89350.05
1754895,361883,198536,89171.4
3872882,43519,127685,810503.4
3541890,348920,186540,601929.0
1486635,351839,218011,47517.75
4412974,366553,249543,839063.4
3875991,273618,245687,707005.8
2469369,161852,242531,319495.8
4590405,271154,223412,928751.7
339067,159733,216529,0.0
4497824,48512,176675,981791.1
1194339,38403,208693,52086.45
3158941,62983,49837,613836.3
3373865,324693,33854,604595.4
4576620,377229,241761,887289.0
317952,330863,232961,0.0
3997235,352993,28761,784644.3
1162737,133351,104406,48747.0
4187999,271584,62009,856321.8
4698470,127915,218900,1005496.5
2523162,307600,11455,361232.1
1212239,250214,68332,44369.3
4440635,28461,23682,1016547.6
455532,179017,219790,0.0
1360428,90363,11890,101635.0
3424108,108907,188278,638076.9
727563,98439,135362,9688.1
422263,245144,182681,0.0
3662802,362080,69172,669465.0
3272488,142512,45196,625434.0
4957583,281157,212817,1039082.7
954914,201536,104786,19859.2
3090999,265655,61469,529162.5
4760465,361870,67390,999361.5
1749090,104204,172707,144435.8
4165840,51869,137340,892989.3
4888909,143263,50816,1108449.0
978666,278132,197571,10148.15
2503749,327445,17282,347706.6
3871036,395712,246569,668626.5
854918,134550,91454,17891.4
1240975,67369,20446,82974.0
4999872,399640,26456,1072132.8
4044146,225603,105490,813915.9
2281172,329475,144529,242150.4
2809909,48911,222904,461428.2
3140128,143976,46853,584789.7
963341,261310,184109,10896.1
1184836,262051,115892,35689.3
2623684,288665,141024,358198.5
775982,59123,232210,9232.45
1254181,313658,191767,29875.6
4270362,57539,235800,893106.9
1822464,317608,156295,119712.2
2910209,65226,161952,504909.3
4876940,91332,245159,1062134.7
2919086,53576,106199,527793.3
3830196,23293,216836,777020.1
2358062,389945,211357,227028.0
2831517,154531,15045,498582.3
3099401,300947,43615,526451.7
4791542,351904,140321,989795.1
4443319,289715,202496,885332.4
2634703,45772,232679,406875.6
3562739,335863,109699,635153.1
1557729,34171,229566,108798.4
1717962,133627,223530,122161.0
2172244,138212,103531,279150.3
3109281,387199,67414,496400.4
3219137,95253,236785,566129.7
1649155,232019,40426,125342.0
1347584,353917,24113,55433.1
4967647,194185,67599,1111758.9
3710762,66927,74614,770766.3
627403,189159,216994,0.0
1745166,169323,76437,149881.2
1590124,381823,231853,56467.2
2674519,150328,159339,409455.6
1278512,388578,214939,22499.5
734948,369465,61854,181.45
2984711,241795,86396,496956.0
1389987,387440,134326,41822.1
797929,295994,21110,9041.25
2556995,105236,30543,426364.8
3363119,103518,183326,622882.5
555056,287093,105929,0.0
756313,312725,133747,492.05
4814675,92108,86610,1090787.1
4930078,177625,105238,1094164.5
4646850,263106,158872,967461.6
378773,69790,152336,0.0
2456810,253542,73534,338920.2
4018900,226722,227955,769266.9
3190322,222492,64025,571141.5
1597962,305196,97041,89358.75
1177445,360141,110886,25641.8
357966,177646,223350,0.0
427297,102009,142572,0.0
3039608,198976,50887,536923.5
955906,363101,105653,9357.6
1689977,341854,141886,91247.4
580453,380998,117091,0.0
4383230,25224,155611,960718.5
860784,197390,47834,16556.0
1010397,320493,198642,9563.1
4554382,343710,86723,937184.7
1394818,29435,194059,85698.6
4211047,351159,129600,819086.4
693092,341128,16086,1793.9
3229631,124395,245670,557869.8
4339633,317545,21510,900173.4
1025128,256166,220737,12411.25
4293910,220109,44832,908690.7
3011774,274464,192575,463420.5
932701,76398,24200,38210.3
4181212,56928,167185,887129.7
1328181,71382,115668,81169.65
1498756,336481,40141,78320.1
3211790,215394,109668,566018.4
2440527,396675,92186,285499.8
2178945,361212,198375,185807.4
2670056,284427,154480,369344.7
1964185,346590,23594,178200.3
1920411,379403,183302,121541.2
1604559,59605,149298,129131.2
4156165,328644,244257,774979.2
3959689,159787,42212,827307.0
3709633,213978,10067,745676.4
2881062,384025,223180,382157.1
2395575,100275,55663,371891.1
1009904,173942,59834,32612.8
1346141,180543,23232,81354.9
1784038,162662,86682,160408.2
3286126,300789,176978,542507.7
256220,307041,56002,0.0
3241992,35437,52291,646279.2
2178337,227926,144262,241844.7
4571940,325935,109156,941054.7
2762873,68198,91578,480929.1
2113296,387683,82889,192817.2
2945932,343763,170717,429435.6
4725557,302285,99157,997234.5
4169144,148680,103170,875188.2
2404478,274401,100868,308762.7
4144605,348964,120492,802544.7
599706,48094,117803,6690.45
4825902,189193,155002,1044512.1
2590567,62137,106177,426675.9
3790765,388969,143667,677438.7
4883005,274588,228459,1013987.4
3479285,128385,74402,682949.4
2534612,298509,11218,367465.5
4454676,370074,228891,856713.3
4944204,298115,149747,1048902.6
1398626,149076,73447,86415.45
4777781,128363,96603,1065844.5
2136780,51359,164903,276155.4
345856,315324,34384,0.0
2771629,223247,203883,403349.7
1042539,181284,50527,36072.8
472368,71567,104100,0.0
4652050,235578,87277,998758.5
1989204,308284,68465,183736.5
1723400,262178,26665,136911.4
3128137,321469,182661,487202.1
3085512,358147,176306,465317.7
898431,206504,169966,11098.05
3629557,228640,205835,658524.6
1055064,277263,178015,14989.3
524244,362806,47689,0.0
3705802,350562,53689,690465.3
4380093,163877,180396,910746.0
2555129,279532,75180,360125.1
719092,24400,38040,20665.2
328944,323758,209544,0.0
2791208,102100,35927,495954.3
2235449,86300,23514,337690.5
2234540,214746,118801,270297.9
1294733,96094,66058,79887.15
2113618,342786,54398,214930.2
1974931,211195,99233,199350.9
4714165,147867,100948,1039605.0
1508515,178019,147211,87492.75
2531892,165286,62601,391201.5
1065982,238030,71894,30605.8
4923671,148042,132262,1093010.1
1396615,354479,89634,52875.3
3573180,248629,216866,632305.5
3690672,161046,160457,710750.7
1833750,123985,114303,178638.6
3868558,332642,211682,697270.2
3596709,79571,100544,724978.2
2117540,289141,228540,179957.7
1411341,225982,30731,83194.2
2316776,319044,179959,245331.9
1178567,284597,88619,35535.1
1583809,282682,202330,74819.55
4893462,96151,152897,1093324.2
4365061,50593,82586,969564.6
3336395,153375,97862,625547.4
3061516,206645,237976,485068.5
1548898,278740,86685,87520.95
4694787,78384,53745,1068797.4
4446742,70543,215020,948353.7
666428,104092,102272,8003.2
4909697,182540,96575,1089174.6
1050458,356371,97097,14849.5
1680888,250186,36820,128776.4
2136006,345319,30192,228148.5
1223248,109268,66968,67051.8
2398191,43940,50642,391082.7
3052343,56481,130525,559601.1
939963,351384,58145,11521.7
1283687,316122,125467,39209.8
3626848,165283,61414,720045.3
826435,68866,181725,13792.2
1325091,318657,178571,37786.3
2318051,95714,60191,348643.8
3060909,234483,123316,510933.0
1522791,273061,106915,81422.25
4934377,314585,99875,1055975.1
1139515,245454,115870,32819.1
3714780,304988,45048,709423.2
1755859,72200,89896,178128.9
1747488,139607,105632,150674.7
2234509,182661,191612,258070.8
1130480,65986,107574,53538.0
1506324,203158,66314,97370.4
3017359,91646,247495,503465.4
3049703,114476,79044,556854.9
4216416,316729,208726,807288.3
1163457,92149,71127,60027.15
1720566,319231,55015,119264.0
901631,158303,60734,23259.4
2062146,162286,155432,223328.4
1117595,350557,242821,11210.85
3585564,117743,75056,717829.5
2403947,269774,173029,288343.2
937693,253463,237868,7318.1
3640348,265317,111122,679172.7
3431807,331533,72502,608331.6
3479953,136810,234515,632588.4
538715,158681,190900,0.0
3446847,291881,53102,630559.2
520153,318895,150677,0.0
1802323,393003,81899,115484.2
550374,323046,101017,0.0
1409940,287750,179227,51444.45
1616769,70775,122109,134777.0
3781145,195758,32133,765976.2
2728762,141914,187217,419889.3
1990434,199653,32720,227418.3
888100,130397,169039,14433.2
2648487,152167,189746,391972.2
4629829,236819,218791,952265.7
3408181,347406,151486,572786.7
3768652,237277,206719,697396.8
2392858,365059,13379,304326.0
1472465,42065,197731,96533.8
2280624,330988,144223,241623.9
1914298,232789,247021,136897.6
4106798,366847,204670,760584.3
825087,287826,64758,8625.15
3597950,144656,192724,678171.0
2706675,320873,84140,390498.6
4030003,368832,78187,774895.2
3341879,123508,236239,594639.6
4972393,355232,26308,1077255.9
3173728,145300,165833,558778.5
3012660,339542,85304,476344.2
3216403,36468,144230,610711.5
925221,92620,164847,21775.4
3549280,63848,177917,692254.5
2365789,170235,239426,286838.4
1752096,353735,156557,98360.8
1870295,350349,125857,128817.8
4762620,97564,205624,1037829.6
1324013,86544,120946,77478.45
3797093,71516,132300,777983.1
3803615,35523,123002,793527.0
4940525,141456,106791,1107683.4
273119,284343,206398,0.0
951477,266669,31787,20302.1
1708071,235905,231219,98189.4
480882,90231,231460,0.0
726113,21006,245191,7995.8
1883669,289258,138324,141217.4
1316777,391692,58793,41629.2
2375786,246403,17153,333669.0
2230840,365207,180165,205640.4
2655071,256928,65766,399713.1
1305374,278350,15931,61663.95
758377,381672,37040,1983.25
2806471,279074,124329,420920.4
1900024,384943,158344,121347.4
3473479,97977,140197,670591.5
3338158,181261,75939,624287.4
432482,20181,22801,4475.0
2311369,163884,116280,309361.5
614758,42716,201029,3550.65
3441683,270706,37064,640173.9
2218062,60218,13985,343157.7
3036376,46633,91796,569384.1
1770910,293083,236549,98255.6
4291328,292216,168687,849127.5
3596615,225454,236349,640443.6
1064356,377678,69466,16721.2
4212513,268048,134052,843123.9
1412320,177847,16549,93584.8
2578897,104751,229138,373502.4
467522,276463,80664,0.0
922810,203472,22801,24653.7
2446143,313763,123901,302543.7
4116692,149729,192811,832245.6
3402502,127696,239665,610542.3
4443483,180624,61380,960443.7
1966126,82017,58442,247700.1
4868806,221020,20505,1088184.3
2030261,66075,87906,262884.0
478552,155722,69228,0.0
2943867,227452,218636,449333.7
1001247,383431,90129,11384.35
4651228,57343,101695,1047657.0
2082413,276980,249237,166858.8
4169668,247101,73275,854787.6
3585430,277086,39621,680616.9
496968,174903,217046,0.0
2278851,187949,195635,268580.1
3185299,65197,174487,583684.5
3403194,212107,29538,648464.7
2080439,208193,239641,189781.5
1054069,266349,79024,25869.6
4513049,283926,25332,961137.3
2003702,24412,217717,228471.9
2874983,341831,160234,411875.4
3780662,133043,227948,725901.3
737843,329999,34594,3662.5
1261987,116169,21793,78603.75
1844928,231206,30850,174861.6
2943727,340334,206274,419135.7
854730,161688,70438,17260.4
2824000,57448,33936,519784.8
264425,143678,122442,0.0
4757929,294245,13827,1034957.1
327347,385275,235898,0.0
3872058,385515,174482,693618.3
4960370,95822,68889,1138697.7
1641819,203353,135306,110632.0
3377757,70465,56790,675150.6
2675132,293214,76352,391669.8
2133998,143927,70215,275956.8
3983643,78431,200553,811397.7
4857741,328883,241567,986187.3
4166053,328851,163382,802146.0
2849422,41742,176508,489351.6
3524073,315194,68207,642201.6
847131,322521,71643,7648.35
3315969,215883,185659,574328.1
4473555,261216,87319,937506.0
3835530,284877,83095,740267.4
1221388,220675,128060,42265.3
3186204,104277,52890,608711.1
1832904,163082,105736,169225.8
3572678,187078,148080,671256.0
649185,226572,69544,2653.45
1941368,278054,248096,133043.6
1635387,306517,177902,82645.2
779325,158282,120930,10005.65
4766974,348467,164348,976247.7
1444341,396147,120079,49217.25
1817981,277176,196294,118902.2
3225746,35060,214110,592972.8
1357666,65256,134412,83699.7
1697754,264378,203591,95957.0
1268364,216315,63044,58350.75
740167,335617,29184,3768.3
1650272,179553,191154,105913.0
2625740,106648,217398,390508.2
552587,353320,31633,0.0
1970442,285554,178033,152056.5
681600,111316,35368,11745.8
2324678,130100,37045,347259.9
2856242,358865,194259,390935.4
